3-6-2018 9:04:36,421471,8,Contaminant,5,Photographer,I love photography.,Experience which I have.,"Hardworking,nice,and dedicated ",Hopefully taking the pictures and learning new thing.,False
3-6-2018 9:04:52,1502819,8,Contaminant,5,Deck chief ,I was the the last time I was in the simulator and I was really good at it,To understand what you need to do ,"Teamwork, good sportsmanship and, good luck ",To help save the people of the city,False
3-6-2018 9:04:59,1505590,8,Contaminant,3,Deck chef,Because iam a good cook and everyone will love my food,Smart,Smart tuff and a good person ,Nothing ,False
3-6-2018 9:05:11,421438,8,Contaminant,4,Communications,I applied for this job because I think I would be quick at responding to people’s messages.,You would have to be able to type fast and be good with electronic devices.,"Helpful, skillful, and responsible ",I am excited for everyone to work together to complete the mission.,False
3-6-2018 9:05:22,421455,8,Contaminant,4,Engineer,I chose engineer because being an engineer interests me,I think people should know a little about engineering ,"Confidence, strength, compassion ",Being an engineer ,False
3-6-2018 9:05:27,421455,8,Contaminant,4,Engineer,I chose engineer because being an engineer interests me,I think people should know a little about engineering ,"Confidence, strength, compassion ",Being an engineer ,False
3-6-2018 9:05:35,1500252,8,Contaminant,5,Security chief,Because I truly believe I will protect the ship.,"Experience, hardworking, and determined ","Strength, brave, and a leader in their own way ","If we were  going to succeed, so the finishing will be a great reward.",False
3-6-2018 9:05:44,1500347,8,Contaminant,4,Doctor ,I applied for this role because it makes me take responsibility in making sure that the other workers are okay and healthy.,They would need to be mature and not take the doctor position as a joke.,"Mature 
Heroic 
Hardworking ",I am most excited about taking responsibility in other people’s life and helping them survive ,False
3-6-2018 9:05:44,421471,8,Contaminant,5,Photography,I love photography.,Experience which I have.,"Hardworking,nice,and dedicated ",Hopefully taking the pictures and learning new thing.,False
3-6-2018 9:05:47,1502819,8,Contaminant,5,Deck chief ,I was the the last time I was in the simulator and I was really good at it,To understand what you need to do ,"Teamwork, good sportsmanship and, good luck ",To help save the people of the city,False
3-6-2018 9:06:06,1502073,8,Contaminant,4,First officer ,I am a helpful and clearly understandable person so it'd be easy for me to carry out orders.,Communication and patience as well as quick thinking.,"Patience, thought processing, and leadership ",The fun and learning about how to solve this problem.,False
3-6-2018 9:06:53,701130,8,Contaminant,4,Biologists ,Because i like thr medical science field and i want to be somrthing relating to science,Calm,"Focus, Calm, Smart",To be a biologist ,False
3-6-2018 9:07:38,1502164,8,Contaminant,4,Doctor,"I applied for this job because I enjoy helping people , and I have experience with this job.","The would need to be communicative, and they would need to be helpful.","Polite, helpful, and understanding ",I am most exited about helping the town with their problem,True
3-6-2018 9:10:13,701128,8,Contaminant,4,Security Guard,This job had seemed most interesting to me and will serve as a fun experience.,"Quick thinking, an attentive nature, and a caring and quick personality.","Being caring, kind and having good communication skills would be needed.",To actually solve the mystery of the place.,False
3-6-2018 9:10:18,421439,8,Contaminant,3,navigator,I applied because i would be good at helping the pilot with controlling the ship and getting it to the final destination. ,"concentration, good listening skills ","helpful, responsible ",to be able to find out why there is a disease going around. ,False
3-6-2018 9:10:53,701132,8,Contaminant,4,Engineer ,Because I’m good at fixing stuff,I think when something goes wrong the need to be on it,"Helpful,nice,and team work ",My part of the mission ,False
3-6-2018 9:13:27,421424,8,Contaminant,4,Doctor ,I have a good reputation as a doctor and I have never failed.,Patience,"Teamwork, being friendly, and cooperation ",Some more experience ,False
3-6-2018 9:20:38,934119,8,Contaminant,5,Engineer,I good at fixing stuff,Am motivated for success and for the mission.,"To be motivated, handle stress easily, and be quick thinking.",To save the city.,False
3-6-2018 9:48:41,421378,8,Contaminant,5,Doctor,I had a lot of fun with it in sixth grade.,Fast reaction time,"bravery, teamwork, and friendliness",the story,True
3-6-2018 9:48:46,421378,8,Contaminant,5,Doctor,I had a lot of fun with it in sixth grade.,Fast reaction time,"bravery, teamwork, and friendliness",the story,True
3-6-2018 9:48:53,1504141,8,Contaminant,3,I can help the mission by keeping us alive,I did it before and it would be easy to so it again ,Good communicate with the pilot and navigator ,"Good communicate, get along with the people and be able to work the i pad when we need to use the gunner
",Being the gunnet,False
3-6-2018 9:49:03,1505130,8,Contaminant,3,Enginer,Because I just want to be useful,quick thinking and good communication,"Nice,leadership,and,tough",with friends ,False
3-6-2018 9:49:35,421508,8,Contaminant,4,security chief ,i’ve done it before and i think i’d like any different job.,you have to focus well and be on alert.,"patience, team work skills, be able to solve problems ",going into the waters and finding out the secrets ,False
3-6-2018 9:49:57,1501584,8,Contaminant,4,Biologist ,Because I’m very interested in biology and how animals work. ,They would need to know about creatures and how they function. They should also know about plants and how the ecosystem works. ,"Charismatic, Confident, Intelligent ",Learning about what the contaminant is and how it effects the ecosystem. ,False
3-6-2018 9:50:29,1500282,8,Contaminant,4,Tactical,I’ve had a lot of experience with shooting and accuracy.,A background with accuracy and shooting practice.,"Passion, courage, and perservereance.",Being able to find out what is contaminating the water.,True
3-6-2018 9:52:12,1504141,8,Contaminant,3,Gunner,"I did it before it would be easy
","
Good communicate ","Good communicate get along with the people and be able use the gun when needed
",To beat the mission,False
3-6-2018 9:52:14,1503677,8,Contaminant,4,Hacker ,Because when I was this last year I had so much fun and I love math and computers. ,They would need to be good at math and have some experience. ,Honor Compassion and Strength ,Getting to complete it and finally not fail. ,True
3-6-2018 9:52:21,701095,8,Contaminant,3,Doctor,I love using my knowledge and such to help solve problems for others.,a wide variety of knowledge ,"Respect, intelligence, cooperation ",The teamwork involved ,False
3-6-2018 9:52:26,421511,8,Contaminant,4,Engineer,I was the engineer before and am comfortable with this position. I have a good understanding of the functions for the engineer and think I would be able to do it well.,"They must be good at solving different puzzles and to be able to multitask. The engineer is responsible for many different things all at the same time, so they must be able to balance their priorities. ","A great Infinity Knight would have the traits of a hard worker and must be able to multitask. All of the jobs have many different components to them and one must be able to maintain their priorities. Since they have so much to do during the mission, they must also be hard working. They must be sure to complete all of the necessary tasks in a reasonable amount of time, which can only be done by people who work hard at what they do.",I am excited to see the different jobs everyone will get and to see the results of how successful everyone is in the mission. ,True
3-6-2018 9:52:40,1502761,8,Contaminant,5,Security  guard ,Because I thing I could help protect our people from enimeenimies,Like a wepon to defend themselves and help them and keep them safe,Yes because it is important to work as a team or you could fair or harm others,Working with my friends and working together ,True
3-6-2018 9:52:56,1502761,8,Contaminant,5,Security  guard ,Because I thing I could help protect our people from enimeenimies,Like a wepon to defend themselves and help them and keep them safe,Yes because it is important to work as a team or you could fair or harm others,Working with my friends and working together ,True
3-6-2018 9:54:20,701084,8,Contaminant,5,Biologist,I applied for this job because I believe it will really tie in and give me a heads up of my feuture job which is a biologist.,A person acting in this role would be to have a lot of strategy and knowledge on the mission and what environment you are working with.,"Strategy, open-minded to others ideas, and knowledge.",I am most excited for everything in general. Being in the IKS Highlander is always an interesting time for me.,True
3-6-2018 9:55:13,701058,8,Contaminant,4,Biologist,I am well adapted to the position.,Knowledge about genetics and what traits are best for survival.,"Honor, compassion, and strength.",It involves biology.,False
3-6-2018 9:55:47,421465,8,Contaminant,3,Pilot,"Because I assumed it would be the most engaging position on the mission, and I admire pilots in many science fiction series ","Experience, spatial awareness, and willingness to work with others","Willingness to work together, social skills, and willingness to follow orders",Performing combat maneuvers,False
3-6-2018 9:55:55,701184,8,Contaminant,4,First officer,I am good under pressure and I am good at making sure things run smoothly. ,"They would need to stay calm under presssure, be able to communicate to others, and be able to have leadership qualities. ","Being able to communicate, stay calm, and being able to listen to others.  ",Uncovering the great secret,False
3-6-2018 9:56:02,701093,8,Contaminant,4,Pilot ,I have done a simulator like this before.,They would need to pay attention at all times.,"Open minded, respectful, and out going.",Seeing if we can complete the mission.,False
3-6-2018 9:56:10,1505019,8,Contaminant,5,Doctor,I really want to help out my crew and make sure everyone survives so we can help out the city.,fast thinking and good science skills,"Perseverance, honor and strength",it lets me try to work in a team and work hard for something,True
3-6-2018 9:56:36,22,8,Contaminant,4,Engineer,I applied because I think I would be good at making sure the ammunition is filling loaded and making sure everything in the ship is working. ,"They would to be able to know how to use the iPads, be able to communicate with other people in the mission and in the dream flight. ","Hard working, on task, and be able to work with ohers. ",I’m most excited about getting the mission completed and helping dream flight. ,False
3-6-2018 9:56:50,701064,8,Contaminant,3,Communications,I'm quick at replying to messages and making sure nothing has shut down. I tell the captain what is going on and make sure the entire crew is aware of what the messages say.,Focus and perseverance would be good qualities to have so they pay attention and don't give up easily.,"Compatibility, perseverance, and communicating would all be important to get along with your team and make sure the mission gets done correctly.",I'm most excited to turn into a fish and try to help the town by going undercover.,True
3-6-2018 9:56:56,421450,8,Contaminant,4,Enigineer,I have had positive experience with this job in the past.,They will have to work quickly while also working with quality.,"You would need communication. You would also need teamwork skills, you cannot get frustrated with your team. You also must be open minded to others’ ideas.",developing a solution to the problem and possibly completing the mission.,False
3-6-2018 9:57:08,421426,8,Contaminant,4,Docter,I have skills on balancing out things in real life so I though I could do it also in the sim,Balancing and reading skills,"Communication, kindness, and skill sets",To find out what is happening,False
3-6-2018 9:57:34,15106,8,Contaminant,3,Captain,It's what I did last year and I feel like I did a good job because half my team wasn't there last year and we still completed the mission,"Leadership, good at working with others, good at working under pressure","Good at working under pressure, good at working others, Leadership",To see what happens during it,True
3-6-2018 9:57:46,1502962,8,Contaminant,4,Doctor ,I applied for the job because I can multitask well and take care of everyone. ,Be able to work efficiently and effectively. ,"They would be chivalrous, determined, and intelligent.  ",To be able to help a city in isolation. ,True
3-6-2018 9:59:50,1500235,8,Contaminant,3,Doctor,I applied for Doctor because I want to be a kind of doctor when I am older. ,"A doctor on this mission needs to be alert, paying attention to all people that need help, and know how to help other people. ","Three personality traits an Infinity Knight should have are positivity, confidence, and good judgement. Positivity is important because they can help lift up the rest of the team if they are down. Confidence is important because the worker will then not question themself as much. Good Judgement is important because an Infinity Knight needs to make good choices for the team. ",I am most excited so see the kind of problems we will run into throughout this mission and how we will fix them. ,True
3-6-2018 10:00:54,903521,8,Contaminant,4,Hacker and biologist,I think I will do good in it ,Having common sense ,Leadership teamwork and knowing what to do ,Helping people out ,False
3-6-2018 10:01:08,421426,8,Contaminant,4,Docter,I have been able to balance stuff in real life so I thought I could do it the sim also ,"Balancing skills, communication, and intelligence ","Communication, kindness, and set skills",To see what is happening in the water,False
3-6-2018 10:01:15,1502928,8,Contaminant,5,Security chief ,Because I love to watch over and protect,Responsibility ,Team work responsibility intelligence ,Working with others,False
3-6-2018 10:03:06,701087,8,Contaminant,3,Doctor,I am capable of making sure everyone is healthy and prepared to successfully finish the mission.,"The person receiving this position along with all of the jobs must be determined, knowledgeable, and prepared for anything comin our way.","leadership, knowledge, and cooperation.",Learning what it is like to have a bug position for future experiences.,False
3-6-2018 10:38:22,421456,8,Contaminant,4,Pilot,I am good at navigating through obstacles and have experience with old missions. ,Experience with driving or steering something. I cut my grass and ride dirt bikes so have lots of control behind the wheel. ,Good attitude. Eager to participate. Willing to attempt. ,To have fun and see how my team does. ,False
3-6-2018 10:38:31,421419,8,Contaminant,4,Doctor,I really like it and I was doctor in 7th and 6th grade.,Keeping everybody healthy.,"They need to communicate, be friendly, and not get distracted.",Using the simulator in general is exciting.,False
3-6-2018 10:38:39,421419,8,Contaminant,4,Doctor,I really like it and I was doctor in 7th and 6th grade.,Keeping everybody healthy.,"They need to communicate, be friendly, and not get distracted.",Using the simulator in general is exciting.,False
3-6-2018 10:39:26,1503576,8,Contaminant,4,Engineer,Because I love to help the crew maintain the ship and help repair it which i love doing.,Their ability to react quickly staying focused on the ship and helping the overall ship ,"Kind,helpful,respectful ",WORKING,False
3-6-2018 10:41:03,701142,8,Contaminant,4,navigator,i want to help the pilot and work together,they would need to be good at cooperating with others and work as a team,"leadership, determination, and helpful",work together as a team,False
3-6-2018 10:41:18,1500843,8,Contaminant,5,Security cheif,I have done this job previously and had fun with it,They need to be able to decide what is important in different situations such as choosing stealth or sheild,"Obedient, team player, and responsible ",I am exited about getting out of class,False
3-6-2018 10:41:34,1503743,8,Contaminant,4,Captain,Because I think I would be a good leader,"Leadership, determination, don’t give up, and listen to others","Determined, helpful, and a team mate ",To try and complete the mission and learn some things ,False
3-6-2018 10:41:45,1500859,8,Contaminant,4,Gunner,Because I'm good at shooting games like what the gunner has to do ,"Being able to catch up quickly to what the mission is asking 

","Compassion about what they are doing, and bravery 
",Doing the mission because it sounds like a lot of fun and it might help me with we are learning in class ,False
3-6-2018 10:42:18,701092,8,Contaminant,4,Doctor,I had doctor last year and did well at it,They would have to be smart ,"Determination, perseverance and team work",I'm most excited to try and beat it ,False
3-6-2018 10:42:46,1504190,8,Contaminant,4,Doctor,I was it in 6th grade,Fast reflexes ,"Bravery, patience, and courage ",Doing my job correctly ,False
3-6-2018 10:43:35,421548,8,Contaminant,4,Tactical ,I would like to be this because I would like to feel the thrill,Good aim ,"Determination, perseverance, and good team player",To get to go under water and do a mission,False
3-6-2018 10:43:56,421482,8,Contaminant,4,Videographer,I enjoy taking photos and videos. I take these frequently and would love to do that as a job.,They need to be able to take steady and clear pictures. ,"Brave, works well with others, and persistent with what they are doing. ",To see if we can get through and solve the mission as a group. ,True
3-6-2018 10:44:33,701148,8,Contaminant,3,Biologist,Doctor ,Multitasking and communication ,"Responsible, respectful, problem solver ",My job,False
3-6-2018 10:45:21,421447,8,Contaminant,4,captain ,i like to lead and help others ,"i think you need to be brave, helpful, caring, and trustworthy ","they would have to be trustworthy, thoughtful, and brave",to find the cure for this disease ,False
3-6-2018 10:45:27,701089,8,Contaminant,5,Tactical ,I like to play shooting games.,A tactacle would have to be quick and accurate to hit targets. He or she would also have to be able to pay attention to the amount of missiles left in order to not run out.,"Courage, honesty and self control ",I am excited to be a tactacle in the mission.,False
3-6-2018 10:45:34,421519,8,Contaminant,5,Doctor,Biologist,They would need to have quick thinking and have a background of good science education and history.,"A great Infinity Knight would be helpful, kind, and quick thinking.",Exploring the waters and coming up with a solution.,False
3-6-2018 10:45:36,421457,8,Contaminant,4,Security Chief ,I applied for this job because I had been this previously and I know how to work it.,"You would have to be friendly, intelligent, helpful, and a leader.","Hardworking, Friendly, Smart",I am most excited to try and have a successful mission.,True
3-6-2018 10:46:01,421445,8,Contaminant,5,First officer ,I'm very good when it comes to carrying out rules.,Because if the captain dies they would be next to take over and they have to make sure all the captains orders gets to the crew and the crew follows the orders,"Responsible, brave, and not scared to take risks.",I'm excited about all of it!,False
3-6-2018 10:46:41,701137,8,Contaminant,5,Captain,I have been successful before and I am a leader.  I also know how to help others and listen.,"They would have to be responsible, trustworthy, and attentative.","Charismatic 
Helpful
A team player 
Kind",I am excited to be a disguised as a fish and working with my crew.,False
3-6-2018 10:46:54,421442,8,Contaminant,4,Navigator ,I applied for navigator because I believe I can navigate and direct the ship successfully. ,"Knowledge, and awareness of surroundings ","Leadership, compatibility, and knowledgeable. ",Mainly to see with whatever job I receive I have success with it. ,False
3-6-2018 10:48:16,701091,8,Contaminant,4,1st officer,"I chose this because I feel i am well suited for this job, because i can help out the captain and i am not shy  and i can help out everyone in the room because i know everyone and won’t be afraid to help everyone.","you would need to be very social, and not shy. you would need to have these quality’s because you need to be able to talk and help out everyone during the mission","you would have to be social, intelligent, and have to have leadership",i’m excited for all of the different problems we will need to solve,False
3-6-2018 10:49:53,929063,8,Contaminant,4,Pilot,I thoroughly enjoy piloting planes in flight simulators and have a solid background on the principles of aviation and navigation because of this.,I believe that a person would need to understand the basic concepts of the yoke and throttle combination. They may also need to be able to have basic navigation skills inorder to know their whereabouts.,"Persistence with others.
Openness with others.
Communication skills",I am excited for seeing how well the team works together and commucates ideas.,False
3-6-2018 10:49:58,929063,8,Contaminant,4,Pilot,I thoroughly enjoy piloting planes in flight simulators and have a solid background on the principles of aviation and navigation because of this.,I believe that a person would need to understand the basic concepts of the yoke and throttle combination. They may also need to be able to have basic navigation skills inorder to know their whereabouts.,"Persistence with others.
Openness with others.
Communication skills",I am excited for seeing how well the team works together and commucates ideas.,False
3-6-2018 10:50:24,421452,8,Contaminant,3,Captain,Pilot,I would be a good captain because i have good leadership and skills like that that would be helpful with this job,"•Leadership
•Responsibility
•Problem solver",To be helpful in saving the innocent lives of the children in danger,False
3-6-2018 10:50:40,421411,8,Contaminant,4,I applied for the Pilot.,"I feel that I am a great listener, and I can stay in control when under pressure. I am a harding working person who never gives up on any situation. I believe I would be the best for the Pilot!","The Pilot will have to be focused, hard working, a good listener, and able to work with his/her peers.","Great at communicating
Staying focused
Hard working",I am excited for a challenge! I cannot wait to go through he river. It will be fun to find and stop the plague. I will do anything to help save the rest of the kids from getting sick.,True
3-6-2018 10:51:12,421445,8,Contaminant,5,First officer ,I'm good at following and carrying out rules.,Leadership and responsible,"Responsible,brave, and not scared to take risk.",All of it!,False
3-6-2018 10:52:37,421481,8,Contaminant,4,Doctor ,It is something I am passionate about and my family has many careers in the medical field. ,"Knowledge on health, friendly and able to interact with others (patients), creative ","Responsible, Efficient, Friendly",Finding what’s causing the plague ,True
3-6-2018 10:54:21,421386,8,Contaminant,3,Physicist,I have experience as a physicist and have grown somewhat comfortable with that role.,They would need to be aware of the situation at any given time and know what ability would be most useful.," Cooperative, understanding, and quick thinking.","Getting to work with in the simulator again.
",False
3-6-2018 10:55:32,934108,8,Contaminant,5,Engineer,"I applied for the engineer position becaus I believe it to be fun, interesting, and important.",I think an engineer would need to be patient because repairing is a very slow and gradual process. I also believe they need to be able to work under pressure because many people will require repairs at the same time.,"I believe an Infinity Knight would need to be cooperative, hard-working, and brave.",I am most excited to see how the Contaminant mission story will continue.,False
3-6-2018 10:56:51,1504387,8,Contaminant,3,Communication ,Biologist ,I will need to work well with people and animals,I need to work well with people,To work with people,False
3-6-2018 12:28:19,421504,8,Contaminant,5,GUNNER,My grandpa died holding his gun,Be a good fortnite player which will get ur aim good to shoot enemies,Honor compassion strength ,KILL THOSE ENEMIES WITH MY GUNS,False
3-6-2018 12:28:41,701146,8,Contaminant,5,Pilot,I would like to control the ship.,They would need to have a good sense of direction and be pretty adequate at steering the vessel.,"Helpful, Brave, Compassion",Navigating through the treacherous waters.,False
3-6-2018 12:29:23,701154,8,Contaminant,4,Tactical,Physicist ,You need good aim and you also have to be resourceful with the ammunition you are provided with.,You have to be a good team member and a thoughtful person to understand other members.,Working with my friends.,False
3-6-2018 12:30:52,1502694,8,Contaminant,5,Pilot,I have experience with the position and feel I can help our team.,Good hand eye coordination.,"Willing to work with others, tries to get the job done as well as possible,  and someone who wants everyone to succeed together.",The adventure.,False
3-6-2018 12:31:09,1502213,8,Contaminant,4,Deck Cheif,I had the role in a previous year and did well.,Skills needed would be attentiveness and communication skills.,"Flexibility, compassion, honesty",I am most excited to see how it ties in with real life and how it can help me with experiences outside the classroom ,False
3-6-2018 12:31:32,701054,8,Contaminant,4,Engineer ,I really like to problem solve.,"Communication skills, willing to help others, and able to work well with technology ","Non-selfish, being able to not give up",To be able to work well with my team ,True
3-6-2018 12:32:37,1500810,8,Contaminant,4,Videographer ,I like taking pictures and videos of stuff on my free time and it would be even better if I could in school/simulator,Good experience with photography,Positivity ,We get to explore the waters and fix a problem,False
3-6-2018 12:33:14,701107,8,Contaminant,5,Doctor,"I was doctor last year so I have experience. Also, I want and like to help people so we all survive.",hope that everyone survives and help people.,"Courage, calm, and hopeful ",Hopefully being doctors so I can help everyone and everyone survives.,False
3-6-2018 12:34:19,1505859,8,Contaminant,3,Navigator,Because it suits me.,A patient mind in maps.,"Happy,fun,chill",The tech,False
3-6-2018 12:34:35,701106,8,Contaminant,5,Biologist,"I think it will be a role I will enjoy, and I think I will do well.",They Wil need to have some knowledge about animals and adaptations.,"A good infinity knight would be outgoing, kind, and willing to listen.",I'm really excited to see if we can complete it efficiently.,True
3-6-2018 12:35:28,929034,8,Contaminant,4,Engineer ,Because I did it before ,To be a the best position you can be.,"Teamwork, honest, kind",Trying to defeat the virus ,False
3-6-2018 12:35:35,421498,8,Contaminant,3,Pilot,I think it will be the best fit for me. ,They would need good coordination. ,"They need honor, compassion and strength ",Being a pilot. ,True
3-6-2018 12:35:51,1504288,8,Contaminant,4,Captain ,Because I believe I will fit this position best.,Well the captain in practically running the whole mission. ,"Smart, interactive, and beast.",Actually doing the mission ,False
3-6-2018 12:36:46,701112,8,Contaminant,5,Hacker,"Because it would be a first
",Haveing maters,Being nice and shared because things are limited up there,Not haveing one week of science,False
3-6-2018 12:37:15,701134,8,Contaminant,4,Communications,I have done this previously and I did well.,"The skills that are needed would be are being a good listener, being prompt and focused, and to work hard but fast.","Focused, hardworking, and dedicated ",I am excited about how we will work together and how the mission graphics look.,False
3-6-2018 12:37:19,701098,8,Contaminant,5,I put the doctor as my first choice. ,"I have had experience, and I am good at taking care of things. ",They need to be aware of their surroundings. ,"An Infinity Knight needs to be aware, helpful and on task. ",I have never done an actually mission before. ,False
3-6-2018 12:38:31,1502089,8,Contaminant,4,pilot,i believe i’ll be able to do good as to the steering and making sure everyone may have a clear shot to everything and everyone can see everything. ,"hardworking, strong, compassionate, hand believing hard in something, not giving up.","strength, knowledge , and integrity ",becoming pilot,False
3-6-2018 12:38:33,421415,8,Contaminant,5,I applied for the security chief. ,"I have had experience, and I’m very good at keeping an eye on things. I can look out for intruders. ",Someone who is a security chief would have to have good vision (to see any intruders) and fast movements (to act if there is an issue.),"They need to be brave, have good team work skills, and be intelligent. ",I’m excited to try this mission because it seems really fun. ,False
3-6-2018 12:39:03,1505353,8,Contaminant,4,Doctor,I picked doctor since I have experience with this position ,"They need to be alert, pay attention and not mess around, do they're job correctly, and try their best.","They have to have common sense or some idea of what they're doing, they need to be kind to their crew members, and stable to handle this mission.",Getting the part I wanted ,False
3-6-2018 12:39:46,421402,8,Contaminant,4,Doctor,I applied for this job because I like medicine.,Medicine and knowing parts of the body.,"Social, wise, and strong.",To see if we make it,False
3-6-2018 12:39:58,1501045,8,Contaminant,4,Engineer ,"This job looks like one of the most fun roles. I have never been and this position before and, seeing that it is our last year, I would love the opportunity to work in this position before we depart from the middle school.",I can effortlessly perform the tasks necessary to maintain the ships well being. I can multitask as well. These skills are necessary to be a good engineer.,"A good infinity knight needs to be a good communicator. It is imperative that they can work under pressure and in times of panic. Also, they need to be efficient and not lazy.","I really want to work as the engineer, and I am also curious to see what is causing the disease, although I do have a hypothesis. ",False
3-6-2018 12:41:08,701143,8,Contaminant,4,Hacker,I applied for this job because I feel like I would know how to do this one the best out of all of them.,"Wise, fast thinking, exciting.","Smart, fast, good.",Swimming as a fish in the ocean.,True
3-6-2018 13:51:44,421487,8,Contaminant,3,Doctor,I did it on my first mission in 6th grade,To pay attention and watch wgat is happening ,Nice helping and caring,Working together ,False
3-6-2018 13:54:54,701122,8,Contaminant,4,Physicist,I like Physics.,"Determined, hardworking","Cooperative, understanding, hardworking ",Being able to apply my skills to help contribute in a team effort,False
3-6-2018 13:55:07,701055,8,Contaminant,3,Pilot,I applied for this because i drive my golf carts and dirt bikes all of the time and i rarely crash and i have great steering ability,"Good steering ability, experience with driving ","Kind, understanding,and cooperative",Completing the mission,False
3-6-2018 13:55:23,1500275,8,Contaminant,5,Gunner,I like shooting things,Accuracy and will,"Communication, braveness, and positivity ",I hope I am the gunner,False
3-6-2018 13:55:33,701136,8,Contaminant,4,Hacker,I am a smart person and I am very interested in technology and computers,Knowledge of computers technology and code,Intelligence cooperation and support,When we connect different objects and come with a solution,False
3-6-2018 13:55:33,421412,8,Contaminant,4,engineer,i like to keep things working and engineer is enjoyable ,they would need to be concentrated and fast working because it can get intense ,"open minded, hard working, concentrated ",being an engineer ,False
3-6-2018 13:55:36,1504400,8,Contaminant,5,Tactical (Gunner),I played call of duty so I'm pretty much a pro at least,Precision and being good at stuff.,"Honor, compassion, strength.",Being on the ipads,True
3-6-2018 13:57:12,701057,8,Contaminant,4,Communications,Because I feel I can speak out and get someone’s attention when needed for an overview or update on the mission ,They would have to be calm under pressure and out spoken and not afraid to yell if needed for the commander ,"Calm,Understanding,Outspoken,",To be able to test everyone’s skills as a team under pressure,False
3-6-2018 13:57:23,1502357,8,Contaminant,3,Communications,I've had experience in the past and am frequently good at decoding things.,Decoding skills,"Would have to be genuine, understanding, and cool under pressure",The experience of using dream flight simulations,False
3-6-2018 13:57:57,421399,8,Contaminant,5,Communications,I think it would be fun and I like the challenge ,"Patience, good at riddles","Open minded, kind, hard working",The challenge ,False
3-6-2018 13:59:54,1505026,8,Contaminant,4,Hacker,I’m good with getting information from other sources that aren’t supposed to be hacked.,"Smart, makes decisions quickly, patient. ","Helpful, understanding, works well with others 
.",See if we make it and are successful with the mission.,False
3-6-2018 14:00:43,421403,8,Contaminant,4,Security guard ,I can keep people safe and protect the thing ,Hard work and determination ,"Teamwork, you have to listen, hardworking ",To successfully complete it ,False
